Domain,Unique Identifier,ID,Name,Tribal Code,Last Change Date,Description,Type
Organization(Organization),5666,R10NWPIPEANDCASING,"Northwest Pipe and Casing Company-Hall Process Company Superfund Site, Milwaukie, OR",,4/1/2015 1:58:47 PM,"Northwest Pipe and Casing Company-Hall Process Company Superfund Site, Milwaukie, OR; RI and Post-RI data set assembled by Weston and delivered to EPA in Access97 format, date range 7/1/88 - 4/6/99.",Federal/US Government
Organization(Organization),763,R10OEA,EPA Region 10 Office of Environmental Assessment,,3/25/2016 2:40:05 PM,"Various studies performed by or for US EPA Region 10, Office of Environmental Assessment",Federal/US Government
Organization(Organization),1235,R10PORTLANDHARBOR,EPA Region 10 Superfund Portland Harbor Site,,2/15/2012 4:37:41 PM,"Portland Harbor is located in and along the Willamette River in Portland, Oregon. More than a century of historical industrial use has resulted in Willamette River sediments being contaminated with many hazardous substances, such as heavy metals, polychlorinated biphenyls (PCBs), polynuclear aromatic hydrocarbons (PAH), dioxin/furans, and pesticides. The investigation area currently extends from the Columbia Slough to the Fremont Bridge.",Federal/US Government
Organization(Organization),1236,R10SUMASMOUNTAIN,EPA Region 10 Superfund Sumas Mountain Asbestos Site,,3/17/2015 12:44:40 PM,"Investigation of asbestos contamination; sampling along Swift Creek and the Sumas River, near the town of Nooksack, in Whatcom County, Washington.",Federal/US Government
Organization(Organization),5586,R10SUPERFUNDHISTORICAL,EPA Region 10 Superfund Historical Data,,4/3/2015 5:23:31 PM,EPA Region 10 Superfund Historical Data,Federal/US Government
Organization(Organization),1329,R10UPPERCOLUMBIA,EPA Region 10 Superfund Upper Columbia River Site,,7/26/2011 4:55:29 PM,"Remedial Investigation and Feasibility Study (RI/FS) of hazardous waste contamination in the Columbia River from the U.S./Canada border to the Grand Coulee Dam. River and lake sediment contamination includes heavy metals such as cadmium, copper, lead, mercury and zinc, and dioxins and furans.",Federal/US Government
Organization(Organization),5526,R10YROADLANDFILLS,EPA Region 10 Y-Road Landfills,,4/1/2015 9:07:48 AM,"Y-Road Landfills Superfund Site Inspection Groundwater Monitoring Data, Bellingham, WASHINGTON, May 2004",Federal/US Government
Organization(Organization),186,R2_LAB_WQX,New York,,8/3/2017 2:40:45 PM,,Federal/US Government
Organization(Organization),1396,R4ATHENS_WQX,EPA Region 4 Athens Lab (Georgia),,2/7/2023 10:39:41 AM,,Federal/US Government
Organization(Organization),723,R4WPD,"U.S. Environmental Protection Agency, Region 4",,12/20/2013 3:16:13 PM,,Federal/US Government
Organization(Organization),817,R8MONTWQ,R8MONTWQ - EPA Region 8 Organization,,8/3/2021 8:33:24 PM,"The R8MONTWQ organization is for data collected under EPA Region 8 projects.  The EPA Montana office is the ""owner"" of this organziation.",Federal/US Government
Organization(Organization),273,R9VOL_WQX,Volunteer Monitoring Groups in EPA Region 9 (CALIFORNIA),,8/3/2017 3:01:22 PM,Water Quality Monitoring Data,Federal/US Government
Organization(Organization),6006,RAMONA,"Ramona Band of Cahuilla, California (Tribal)",597,6/11/2018 9:09:36 AM,"Ramona Band of Cahuilla, California (Tribal) || Ramona Band of Cahuilla, California (Tribal)",Tribal
Organization(Organization),1244,RCA,Resource Consulting and Associates,,10/26/2012 8:01:29 PM,,Private Industry
Organization(Organization),845,RCE WRP,Rutgers Cooparative Extension Water Resource Program (Volunteer),,5/13/2020 9:52:05 AM,"The Rutgers Cooperative Extension (RCE) is an integral part of the School of Environmental and Biological Sciences, the New Jersey Agriculture Experiment Station (NJAES), and Rutgers, The State University of New Jersey.  RCE focuses on issues and needs relating to agriculture and the environment; management of natural resources; food safety, quality, and health; family stability; economic security; and youth development.",Volunteer
Organization(Organization),8986,RCESLM,"Ramsey County Environmental Services, Lake Management",,1/31/2020 1:28:50 PM,"Ramsey County Environmental Services, Lake Management Surface Water Quality",Local/US Government
Organization(Organization),10706,REDCLAYSTATEPARK-TN,Red Clay State Historic Park,,8/27/2022 8:43:39 PM,,State/US Government
Organization(Organization),615,REDCLIFF_WQX,Red Cliff Band of Lake Superior Chippewa (WI),,12/16/2024 5:13:23 PM,,Tribal
Organization(Organization),1241,REDDINGRANCHERIA_WQX,"Redding Rancheria, California (Tribal)",538,11/15/2018 11:33:23 AM,"Redding Rancheria, California (Tribal) || Redding Rancheria, California (Tribal)",Tribal
Organization(Organization),616,REDLAKE_WQX,Red Lake DNR,409,2/26/2025 2:46:41 PM,,Tribal
Organization(Organization),4346,REVIVETHESANJOAQUIN_WQX,Revive the San Joaquin (Volunteer)*,,2/18/2014 3:45:29 PM,,Private Non-Industrial
Organization(Organization),3528,RFC,Roaring Fork Conservancy (Volunteer)*,,6/30/2016 6:05:23 PM,"Founded in November 1996, Roaring Fork Conservancy is the watershed conservation organization in the Roaring Fork Valley that brings people together to protect our rivers. As an independent, not-for-profit 501(c)3 organization our mission is to inspire people to explore, value, and protect the Roaring Fork Watershed. From Aspen to Glenwood Springs, Meredith to Marble, Roaring Fork Conservancy is focused on: water quantity and water quality.",Private Non-Industrial
Organization(Organization),1359,RGHRP,Rio Grande Headwaters Restoration Project (RGHRP) (Volunteer),,5/18/2012 12:00:00 AM,,Volunteer
Organization(Organization),5686,RHA,Raritan Headwaters Association (Volunteer),,8/30/2024 8:07:41 PM,Raritan Headwaters Association,Volunteer
Organization(Organization),457,RIDEM,Rhode Island,,9/28/2024 8:12:55 AM,RIDEM,*State Government US
Organization(Organization),538,RITA6_WQX,Hurricane Rita Emergency Response Monitoring,,10/3/2005 12:00:00 AM,Hurricane Rita Water Quality Data,Federal/US Government
Organization(Organization),5549,RIVERKEEPER,Riverkeeper (Volunteer),,9/10/2021 11:26:23 AM,Riverkeeper is a member-supported watchdog organization dedicated to defending the Hudson River and its tributaries and protecting the drinking water supply of nine million New York City and Hudson Valley residents.,Volunteer
Organization(Organization),11606,RIVERSUNLIMITED,Rivers Unlimited,,11/1/2023 1:36:10 PM,Volunteers,Volunteer
Organization(Organization),5066,RM11E_SUPRIFS,"River Mile 11 East (RM11E) Supplemental Remedial Investigation/Feasibility Study, Portland Harbor Superfund Site, OR",,11/18/2014 8:17:05 PM,"This data was collected as part of the Supplemental Remedial Investigation/Feasibility Study (RI/FS) conducted along the east side of the Willamette River between approximately River Mile (RM) 10.9 and RM 11.6 (referred to as RM11E) in Portland, Oregon. The results were uploaded by GSI Water Solutions, Inc. on behalf of the RM11E Group,  including Cargill, Inc., CBS Corporation, the City of Portland, DIL Trust, Glacier Northwest, Inc., and PacifiCorp.",Local/US Government
Organization(Organization),728,ROBINSONRANCHERIAENVIRONMENTAL,Robinson Rancheria (Tribal),516,6/12/2018 9:45:10 PM,Robinson Rancheria (Tribal) || Robinson Rancheria (Tribal),Tribal
Organization(Organization),8306,ROSEBUDSIOUXTRIBE,Rosebud Sioux Tribe (Tribal),345,10/16/2024 7:44:23 AM,Rosebud Sioux Tribe,Tribal
Organization(Organization),5248,ROUNDVALLEY,"Round Valley Indian Tribes, Round Valley Reservation, California (Tribal)",540,6/12/2018 9:46:19 PM,"Round Valley Indian Tribes, Round Valley Reservation, California (Tribal) || Round Valley Indian Tribes, Round Valley Reservation, California (Tribal)",Tribal
Organization(Organization),707,RREPA_WQX,"Resighini Rancheria, California (Tribal)",556,12/10/2024 8:17:50 PM,"Resighini Rancheria, California (Tribal) || Resighini Rancheria, California (Tribal)",Tribal
Organization(Organization),7827,RRK_WQX,Rogue Riverkeeper (Volunteer)*,,4/24/2018 1:49:28 PM,Rogue Riverkeeper,Private Non-Industrial
Organization(Organization),7829,RRWC_WQX,Rogue River Watershed Council,,10/1/2024 9:26:41 AM,"Sarah Sauter, Current VolMon group, Includes Little Butte/Upper Rogue and Middle Rogue Watershed Council data from LASAR",Private Non-Industrial
Organization(Organization),5906,RTI,RTI International,,4/30/2019 8:02:08 AM,http://www.rti.org/,Private Non-Industrial
Organization(Organization),1237,RU_MUSC,Rutgers Water Resources,,8/3/2017 2:18:03 PM,Water Quality Monitoring Project for Musconetcong River,University/College
Organization(Organization),9330,RVCG,Rogue Valley Council of Governments (Volunteer)*,,7/30/2020 4:17:50 PM,"Greg Stabach, Current VolMon group",Private Non-Industrial
Organization(Organization),6866,RVRPOMO,Redwood Valley Rancheria (Tribal),539,8/19/2024 12:17:40 AM,,Tribal
Organization(Organization),1024,SACFOXMO,Sac & Fox Nation of Missouri in Kansas and Nebraska (Tribal),863,12/8/2020 12:29:40 PM,Sac & Fox Nation of Missouri in Kansas and Nebraska (Tribal) || Sac & Fox Nation of Missouri in Kansas and Nebraska (Tribal),Tribal
Organization(Organization),249,SACWSD_WQX,South Adams County Water and Sanitation District (Colorado),,11/23/2004 12:00:00 AM,Water Quality Monitoring Data,State/US Government
Organization(Organization),611,SAGIN01_WQX,Saginaw Chippewa Indian Tribe of Michigan (Tribal),472,1/18/2025 9:49:52 AM,Saginaw Chippewa Planning Department (MI); Water Qulaity Monitoring Data.,Tribal
Organization(Organization),4083,SAINTVSD,Saint Vrain Sanitation District,,10/22/2013 8:02:20 AM,Colorado,Local/US Government
Organization(Organization),3646,SALTCHUCK_WQX,"Salt Chuck Mine, State of Alaska",,8/3/2017 3:37:08 PM,,Local/US Government
Organization(Organization),739,SAMISHINDIAN_WQX,Samish Indian Nation (Tribal),133,5/23/2024 6:00:42 PM,,Tribal
Organization(Organization),6226,SANBERNARDINONATIONALFOREST,"US Forest Service, San Bernardino National Forest (California)",,12/10/2018 2:33:31 PM,,Federal/US Government
Organization(Organization),1294,SANCARLOSAPACHETRIBE,"San Carlos Apache Tribe of the San Carlos Reservation, Arizona (Tribal)",616,6/12/2018 9:49:14 PM,"San Carlos Apache Tribe of the San Carlos Reservation, Arizona (Tribal) || San Carlos Apache Tribe of the San Carlos Reservation, Arizona (Tribal)",Tribal
Organization(Organization),654,SANDIAWQ_WQX,Pueblo of Sandia Water Quality Program (New Mexico),711,2/27/2025 1:16:41 PM,Pueblo of Sandia Water Quality Program (New Mexico),Tribal
Organization(Organization),3386,SANFELIPE_WQX,San Felipe Pueblo,712,2/6/2025 2:33:22 AM,"San Felipe Pueblo, NM",Tribal
Organization(Organization),748,SANILDEFONSODECP,"San Ildefonso Pueblo, NM (Tribal)",713,3/29/2023 3:47:43 PM,"San Ildefonso Pueblo, NM (Tribal) || San Ildefonso Pueblo, NM (Tribal)",Tribal
Organization(Organization),4967,SANMANUEL,"San Manuel Band of Mission Indians, California (Tribal)",588,10/17/2014 1:49:55 PM,"San Manuel Band of Mission Indians, California (Tribal) || San Manuel Band of Mission Indians, California (Tribal)",Tribal
Organization(Organization),5966,SANMATEORCD,San Mateo Resource Conservation District,,2/28/2022 2:29:23 PM,San Mateo Resource Conservation District,Local/US Government
Organization(Organization),1260,SANPASQUAL,San Pasqual Band of Diegueno Mission Indians of California (Tribal),589,10/3/2024 4:51:40 PM,San Pasqual Band of Diegueno Mission Indians of California (Tribal) || San Pasqual Band of Diegueno Mission Indians of California (Tribal),Tribal
Organization(Organization),3647,SANTACLARAPBLO,Pueblo of Santa Clara,716,1/22/2025 7:24:37 PM,Pueblo of Santa Clara,Tribal
Organization(Organization),5986,SANTAROSA,"Santa Rosa Indian Community of the Santa Rosa Rancheria, California (Tribal)",542,11/30/2022 1:21:40 PM,"Santa Rosa Indian Community of the Santa Rosa Rancheria, California || Santa Rosa Indian Community of the Santa Rosa Rancheria, California (Tribal)",Tribal
Organization(Organization),5346,SANTEEWATER,Santee Sioux Nation of Nebraska (Tribal),382,9/14/2021 3:44:23 PM,Santee Sioux Nation of Nebraska (Tribal) || Santee Sioux Nation of Nebraska (Tribal),Tribal
Organization(Organization),1079,SAUKSUIATTLE,Sauk-Suiattle Indian Tribe (Tribal),119,1/26/2023 1:24:38 PM,Sauk-Suiattle Indian Tribe || Sauk-Suiattle Indian Tribe (Tribal),Tribal
Organization(Organization),4808,SAULTSTEMARIE,Sault Ste. Marie Tribe of Chippewa Indians (Tribal),469,9/6/2024 4:59:24 PM,,Tribal
Organization(Organization),662,SBITENV_WQX,Shoalwater Bay Indian Tribe of the Shoalwater Bay Indian Reservation (Tribal),118,8/19/2019 2:02:35 PM,Shoaltwater Bay Tribe (Washington) (Tribal) || Shoalwater Bay Indian Tribe of the Shoalwater Bay Indian Reservation (Tribal),Tribal
Organization(Organization),1214,SBMWA,Stony Brook-Millstone Watershed Association (Volunteer),,9/24/2018 10:49:04 AM,Stony Brook-Millstone Watershed Association,Volunteer
Organization(Organization),1206,SBS,Stockton Boro School,,4/21/2009 12:00:00 AM,,University/College
Organization(Organization),1213,SBWA,South Branch Watershed Assoc (Volunteer)*,,4/16/2012 10:10:27 AM,South Branch Watershed Assoc,Private Non-Industrial
Organization(Organization),1325,SBWA1,South Branch Watershed Association (Volunteer),,7/29/2017 6:38:50 PM,South Branch Watershed Association-WQDE version phone-908-782-0422,Volunteer
Organization(Organization),7826,SBWC_WQX,Scappoose Bay Watershed Council (Volunteer)*,,7/30/2020 4:56:20 PM,"Pat Welle, Current VolMon group",Private Non-Industrial
Organization(Organization),5486,SC&LRWC,South Coast and Lower Rogue Watershed Councils (Volunteer)*,,2/26/2016 2:57:28 PM,,Private Non-Industrial
Organization(Organization),10686,SC-NJ,Sourland Conservancy,,8/26/2024 1:31:36 PM,"Sourland Conservancy, Water Quality Monitoring",Volunteer
Organization(Organization),12566,SCAPED,San Carlos Apache Environmental Department (Tribal),,1/2/2025 2:34:35 PM,,Tribal
Organization(Organization),9227,SCCRK,South Carolina Congaree RiverKeeper (Volunteer),,2/6/2025 2:24:35 PM,South Carolina Congaree RiverKeeper,Volunteer
Organization(Organization),9226,SCCWK,South Carolina Charleston WaterKeeper (Volunteer)*,,7/1/2024 4:34:36 PM,South Carolina Charleston WaterKeeper,Private Non-Industrial
Organization(Organization),6187,SCDHSECOLOGY,Suffolk County Department of Health Ecology (New York),,8/21/2019 2:00:18 PM,,Local/US Government
Organization(Organization),736,SCEQ,Seneca Cayuga Nation,,2/27/2025 12:31:41 PM,,Tribal
Organization(Organization),1278,SCI,SCI Engineering,,10/17/2024 3:56:21 PM,,Private Industry
Organization(Organization),5446,SCWA,Suffolk County Water Authority,,2/12/2015 8:27:33 AM,,Local/US Government
Organization(Organization),704,SDCKWMG_WQX,San Deigo Coastkeepers Water Monitoring Group (CA) (Volunteer)*,,10/29/2008 12:00:00 AM,Water Quality Monitoring Data,Private Non-Industrial
Organization(Organization),623,SDDENR_WQX,South Dakota Department of Environment and Natural Resources,,9/10/2024 7:55:24 AM,Department of Natural Resources,*State Government US
Organization(Organization),355,SDGEO_WQX,South Dakota Geological Survey,,8/2/2017 7:28:57 PM,Water Quality,State/US Government
Organization(Organization),3527,SDJSA,Silverthorne/Dillon Joint Sewer Authority,,3/11/2013 8:55:33 AM,"The Silverthorne/Dillon Joint Sewer Authority is a municipal wastewater treatment facility serving the Towns of Silverthorne and Dillon as well as the areas of Dillon Valley, Buffalo Mountain and Mesa Cortina.",Local/US Government
Organization(Organization),12626,SEAQ,Seattle Aquarium,,1/2/2025 4:46:57 PM,,Local/US Government
Organization(Organization),7366,SEATTLERIVER_WQX,Seattle River,,8/2/2017 1:55:04 PM,river sediment chemistry results collected for the City of Seattle.,Private Industry
Organization(Organization),1219,SELDOVIA,Seldovia Village Tribe (Tribal),A67,12/20/2016 8:24:48 PM,Seldovia Village Tribe (Tribal) || Seldovia Village Tribe (Tribal),Tribal
Organization(Organization),11306,SENECA_WQX,Seneca Nation of New York,,6/8/2023 9:00:11 AM,,Local/US Government
Organization(Organization),8086,SFBED_WQX,South Fork Band Environmental Department (Tribal),662,1/28/2025 5:47:40 PM,South Fork Band Environmental Department,Tribal
Organization(Organization),11526,SFEI,San Francisco Estuary Institute,,9/13/2023 7:59:17 PM,,Local/US Government
Organization(Organization),818,SFNOES_WQX,Sac and Fox Nation (Tribal),824,10/15/2024 6:02:57 PM, (Tribal),Tribal
Organization(Organization),592,SHELLYAB_WQX,Shell Chemical Yabucoa (Puerto Rico),,10/23/2006 12:00:00 AM,Water Quality Monitoring Data.,Private Industry
Organization(Organization),694,SHOPAITR_WQX,"Shoshone-Paiute Tribes of the Duck Valley Reservation, Nevada (Tribal)",641,6/12/2018 8:39:57 AM,"Shoshone-Paiute Tribes of the Duck Valley Reservation, Nevada (Tribal) || Shoshone-Paiute Tribes of the Duck Valley Reservation, Nevada (Tribal)",Tribal
Organization(Organization),628,SHOSHONE_BANNOCK,TRIBE (Tribal),180,2/5/2024 6:04:36 PM,Shoshone Bannock Tribes,Tribal
Organization(Organization),1092,SHOSHONE_BANNOCK_WQX,Shoshone-Bannock Tribes of the Fort Hall Reservation (Tribal),180,2/11/2019 12:37:31 PM,Shoshone-Bannock Tribes of the Fort Hall Reservation (Tribal) || Shoshone-Bannock Tribes of the Fort Hall Reservation (Tribal),Tribal
Organization(Organization),1048,SIR_WQX,"Susanville Indian Rancheria, California (Tribal)",550,1/10/2024 8:26:43 PM,"Susanville Indian Rancheria, California (Tribal) || Susanville Indian Rancheria, California (Tribal)",Tribal
Organization(Organization),9486,SITC_SF,Swinomish Indian Tribal Community (Tribal),122,10/22/2020 4:31:36 PM,Swinomish Indian Tribal Community Shellfish (Tribal) || Swinomish Indian Tribal Community (Tribal),Tribal
Organization(Organization),1065,SIUSLAW,Siuslaw Watershed Council,,3/30/2023 11:07:54 AM,"Kyle Terry, Current VolMon group",Volunteer
Organization(Organization),1025,SIUSLAW_WQX,Ecotrust (Tribal),000,8/14/2019 3:06:18 PM,Ecotrust (Tribal) || Ecotrust (Tribal),Tribal
Organization(Organization),8747,SJBEP,San Juan Bay Estuary Program (Volunteer)*,,8/7/2019 7:49:35 PM,San Juan Bay Estuary Program: a 501c3 nonprofit corporation for the National Estuary Program.,Private Non-Industrial
Organization(Organization),10226,SJICD_WA,San Juan Islands Conservation District,,10/27/2021 7:45:20 AM,Resource data to provide landowners and residents with technical and financial assistance to meet regional natural resource conservation goals,Local/US Government
Organization(Organization),5546,SJLWT,South Jersey Land and Water Trust (Volunteer)*,,3/3/2015 8:24:18 AM,,Private Non-Industrial
Organization(Organization),1311,SKAGITCOUNTY_WQX,Skagit County,,12/20/2024 5:53:37 PM,Surface Water Quality Monitoring Program,Local/US Government
Organization(Organization),706,SKAGITWG_WQX,"Skagit River Watershed Grant (TNC, SRSC, WWAA)  - Washington (Tribal)",131,10/16/2024 7:58:30 AM,Upper Skagit Indian Tribe of Washington,Tribal
Organization(Organization),12346,SKAGWAYTRADITIONALCOUNCIL_WQX,Skagway Traditional Council (Tribal),S16,10/2/2024 2:22:40 PM,,Tribal
Organization(Organization),677,SKOKDATA_WQX,Skokomish Tribe,,12/6/2024 9:10:39 PM,,Tribal
Organization(Organization),9586,SKYHORSETECH,Sky Horse Tech LLC,,12/23/2020 1:56:28 PM,Surface vehicle collecting water sampling data on the Raritan River in NJ. Partnering with the Lower Raritan Watershed.,Private Non-Industrial
Organization(Organization),8568,SLCOWS,Salt Lake County Watershed,,10/2/2019 5:34:51 PM,Salt Lake County Watershed,Local/US Government
Organization(Organization),10126,SLPWA,Seneca Lake Pure Waters Association,,9/13/2021 8:41:52 AM,"Water quality monitoring for Seneca Lake, New York",State/US Government
Organization(Organization),7966,SLU_WQX,St. Louis University,,9/20/2018 2:23:23 PM,EPA Urban Waters Grant - St. Louis University,University/College
Organization(Organization),12227,SMAST,UMass Dartmouth School for Marine Science and Technology,,12/30/2024 8:49:45 AM,https://www.umassd.edu/smast/,University/College
Organization(Organization),774,SMENVIRONMENTAL_WQX,"San Manuel Band of Mission Indians, California (Tribal)",588,6/12/2018 9:51:37 PM,"San Manuel Band of Mission Indians, California (Tribal) || San Manuel Band of Mission Indians, California (Tribal)",Tribal
Organization(Organization),687,SMIE,Stream Monitoring Information Exchange (TN),,8/2/2017 1:28:48 PM,Water Quality Monitoring Data,Private Industry
Organization(Organization),594,SMSCGOV_WQX,Shakopee Mdewakanton Sioux Community of Minnesota,411,2/28/2025 1:27:52 PM,Shakopee Mdewakanton (MN),Tribal
Organization(Organization),5287,SMWC,San Miguel Watershed Coalition (Volunteer)*,,4/17/2019 3:17:30 PM,"The San Miguel Watershed Coalition is a 501(c)(3) non-profit organization, governed by a 10 person board. The San Miguel Watershed Coalition was formed around 1998, to enable a collaborative forum for all residents, businesses, landowners, land managers and non-profit organizations to discuss and influence the future of the watershed.",Private Non-Industrial
Organization(Organization),655,SNEPO_WQX,The Seminole Nation of Oklahoma (Tribal),909,6/22/2017 4:00:08 PM,The Seminole Nation of Oklahoma (Tribal) || The Seminole Nation of Oklahoma (Tribal),Tribal
Organization(Organization),12746,SNOCODCNR_SWM,Snohomish County Surface Water Management,,2/28/2025 3:51:30 PM,,Local/US Government
Organization(Organization),711,SNOQUALM_WQX,Snoqualmie Indian Tribe (Tribal),126,3/4/2024 6:25:41 PM,Snoqualmie Tribe || Snoqualmie Indian Tribe (Tribal),Tribal
Organization(Organization),703,SNSA_WQX,Southeastern Natural Sciences Academy (Georgia),,10/29/2008 12:00:00 AM,Water Quality Monitoring Data,University/College
Organization(Organization),4990,SOBOBA_WQX,"Soboba Band of Luiseno Indians, California (Tribal)",,10/22/2024 6:58:43 PM,"Soboba Band of Luiseno Indians, California (Tribal)",Tribal
Organization(Organization),460,SOKAOGON_WQX,Sokaogon Chippewa Community,437,1/6/2025 8:37:54 AM,,Tribal
Organization(Organization),11566,SONOMAWATER_WQX,Sonoma Water,,10/18/2024 1:21:42 PM,,Local/US Government
Organization(Organization),9331,SOUTHSANTIAM_WC,South Santiam Watershed Council,,3/10/2023 3:59:11 PM,"Eric Anderson, Current VolMon group",Volunteer
Organization(Organization),790,SOUTHUTE,Southern Ute Tribe,750,2/20/2025 7:22:23 AM,,Tribal
Organization(Organization),7841,SOU_WQX,Southern Oregon University,,4/24/2018 1:38:28 PM,Southern Oregon University,University/College
Organization(Organization),5126,SPC,Sparkill Creek Watershed Alliance (Volunteer),,1/8/2015 9:41:43 PM,Volunteer Monitoring Group,Volunteer
Organization(Organization),791,SPIRITLK,Spirit Lake Tribal EPA Programs,,12/4/2024 11:33:23 PM,,Tribal
Organization(Organization),762,SQUAXIN,Squaxin Island Tribe (Tribal),121,8/28/2024 11:14:38 AM,,Tribal
Organization(Organization),11326,SRA,STEWARDS,,9/28/2023 6:18:43 PM,staging,Federal/US Government
Organization(Organization),9446,SRBCI,Santa Rosa Band of Cahuilla Indians (Tribal),590,10/9/2020 3:16:06 PM,Santa Rosa Band of Cahuilla Indians (Tribal) || Santa Rosa Band of Cahuilla Indians (Tribal),Tribal
Organization(Organization),9566,SRCD,Solano Resource Conservation District,,12/17/2020 10:29:24 AM,"Biomonitoring Program that monitors chemical, physical and biological aspects of local creeks",Private Non-Industrial
Organization(Organization),11307,SRCENV_WQX,Santa Rosa County Florida Environmental Department,,2/11/2025 2:14:52 PM,,Local/US Government
Organization(Organization),283,SRMTAKNY_WQX,Saint Regis Mohawk Tribe (Tribal),007,3/18/2002 12:00:00 AM,Saint Regis Mohawk Tribe (Tribal) || Saint Regis Mohawk Tribe (Tribal),Tribal
Organization(Organization),649,SRMTWRP_WQX,Saint Regis Mohawk Tribe (Tribal),007,10/3/2024 11:41:42 AM,Saint Regis Mohawk Tribe (Tribal) || Saint Regis Mohawk Tribe (Tribal),Tribal
Organization(Organization),1217,SRPMIC,Salt River Pima-Maricopa Indian Community (SRPMIC),615,2/1/2025 3:23:37 AM,,Tribal
Organization(Organization),1403,SRPMIC_WQX,"Salt River Pima-Maricopa Indian Community of the Salt River Reservation, Arizona (Tribal)",615,12/22/2023 5:45:37 PM,"Salt River Pima-Maricopa Indian Community of the Salt River Reservation, Arizona (Tribal) || Salt River Pima-Maricopa Indian Community of the Salt River Reservation, Arizona (Tribal)",Tribal
Organization(Organization),9408,SRRTFF,Spokane River Regional Toxics Task Force,,9/25/2020 1:21:30 PM,Reporting of toxic compounds in the Spokane River,Volunteer
Organization(Organization),701,SRR_WQX,"Tolowa Dee-ni Nation (Smith River Rancheria), California (Tribal)",564,1/7/2025 6:20:36 PM,"Tolowa Dee-ni Nation (Smith River Rancheria), California (Tribal) || Tolowa Dee-ni Nation (Smith River Rancheria), California (Tribal)",Tribal
Organization(Organization),792,SRSTEPA,Standing Rock Sioux Tribe,302,12/5/2024 11:21:22 PM,,Tribal
Organization(Organization),9087,SSCW,Salem Sound Coastwatch (Volunteer),,2/19/2025 4:36:41 PM,Salem Sound Coastwatch,Volunteer
Organization(Organization),4077,SSD,Security Sanitation District,,10/29/2013 2:57:01 PM,Colorado,Local/US Government
Organization(Organization),8450,SSWCD,Siuslaw Soil and Water Conservation District,,1/8/2025 2:53:52 AM,"Seth Mead, Current VolMon group",Volunteer
Organization(Organization),519,STANDARD_WQX,Region 8 Superfund:  Standard Mine,,12/12/2019 11:55:54 AM,Water Quality Data,Federal/US Government
Organization(Organization),1371,STANDLEY,Standley Lake Watershed Group (Volunteer),,6/30/2016 7:28:17 PM,Water Quality Data for Upper Clear Creek Watershed from Georgetown to South Platte River,Volunteer
Organization(Organization),1228,STCROIX_WQX,St. Croix Chippewa Indians of Wisconsin,,2/24/2025 9:47:37 AM,,Tribal
Organization(Organization),1361,STF,Gunnison Basin & Grand Valley Selenium Task Force (STF) (Volunteer),,6/30/2016 4:42:23 PM,"Water Quality Data collected for a voluntary group of private, local, regional, state, and federal interests committed to reducing selenium in locally affected water ways while maintaining the economic viability and agricultural heritage of our areas.",Volunteer
Organization(Organization),1019,STF_WQX,Seminole Tribe of Florida (Tribal),021,12/9/2024 11:10:38 AM,Seminole Tribe of Florida (Tribal) || Seminole Tribe of Florida (Tribal),Tribal
Organization(Organization),3906,STJOHNSRIVERKPR_WQX,St. Johns Riverkeeper (Volunteer),,8/2/2013 3:28:48 PM,,Volunteer
Organization(Organization),1073,STOCKBRIDGE_MUNSEE,Stockbridge_Munsee Community (Tribal),438,12/4/2024 10:45:36 AM,,Tribal
Organization(Organization),749,STOI,Spokane Tribe of the Spokane Reservation (Tribal),102,7/22/2021 11:10:23 AM,Spokane Tribe of the Spokane Reservation (Tribal) || Spokane Tribe of the Spokane Reservation (Tribal),Tribal
Organization(Organization),585,STORLVD_WQX,Lac Vieux Desert Band of Lake Superior Chippewa (Tribal),479,8/31/2024 8:34:23 AM,Water Quality Monitoring Data,Tribal
Organization(Organization),415,STROUD_WQX,Stroud Water Research Center (Pennsylvania) (Volunteer)*,,2/3/2004 12:00:00 AM,Water Quality Monitoring Data,Private Non-Industrial
Organization(Organization),8466,STS,Save the Sound,,9/19/2024 2:40:37 PM,NGO,Volunteer
Organization(Organization),595,ST_CROIX_WQX,St. Croix Chippewa Indians of Wisconsin (Tribal),436,10/31/2006 12:00:00 AM,St. Croix Chippewa Indians of Wisconsin (Tribal) || St. Croix Chippewa Indians of Wisconsin (Tribal),Tribal
Organization(Organization),9091,SUMFS,Stockton University Marine Field Station,,4/1/2020 11:17:49 AM,Stockton University Marine Field Station,University/College
Organization(Organization),11626,SUMMITLAKETRIBE,Summit Lake Paiute Tribe (Tribal),655,1/14/2025 4:48:34 PM,summitlaketribe.org,Tribal
Organization(Organization),8386,SUNENCO,Suncor Energy (USA) Inc. (Colorado),,2/19/2019 4:29:37 PM,Suncor Energy (USA) Inc. (Colorado),Private Industry
Organization(Organization),658,SUQUAMISH,Suquamish Indian Tribe of the Port Madison Reservation (Tribal),114,7/5/2019 2:33:26 PM,Suquamish Tribe (Tribal) || Suquamish Indian Tribe of the Port Madison Reservation (Tribal),Tribal
Organization(Organization),10466,SVR,Sherwood Valley Band Of Pomo Indians,629,12/12/2024 1:28:42 PM,,Tribal
Organization(Organization),319,SWFMDDEP_WQX,Southwest Florida Water Management District (FLDEP),,12/4/2002 12:00:00 AM,Water Quality Monitoring Data,State/US Government
