Domain,Unique Identifier,Code,Name,Description,Last Change Date,Context Code
Local Aquifer(AquiferInformation/LocalAquiferCode),12639,56:217BRDD,Birdhead Sandstone Member of Cloverly Formation,217BRDD,10/10/2019 10:48:19 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12640,56:217BRRT,Barrett Shale,217BRRT,10/10/2019 10:48:19 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12641,56:217BRRV,Bear River Formation,217BRRV,10/10/2019 10:48:19 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12642,56:217CKVL,Cokeville Formation,217CKVL,10/10/2019 10:48:19 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12643,56:217CLSN,Chilson Member of Lakota Formation,217CLSN,10/10/2019 10:48:19 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12644,56:217CLSP,Clay Spur Bentonite Bed of Mowry Shale,217CLSP,10/10/2019 10:48:19 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12645,56:217CLVL,Cloverly Formation,217CLVL,10/10/2019 10:48:19 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12646,56:217CRCSL,Lower Cretaceous Series,217CRCSL,10/10/2019 10:48:19 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12647,56:217DRNY,Draney Limestone of Gannett Group,217DRNY,10/10/2019 10:48:19 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12648,56:217EPRM,Ephraim Conglomerate of Gannett Group,217EPRM,10/10/2019 10:48:19 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12649,56:217FLRV,Fall River Formation,217FLRV,10/10/2019 10:48:19 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12650,56:217FUSN,Fuson Member of Lakota Formation,217FUSN,10/10/2019 10:48:19 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12651,56:217GNNT,Gannett Group,217GNNT,10/10/2019 10:48:19 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12652,56:217GRBL,Greybull Sandstone Member of Cloverly Formation,217GRBL,10/10/2019 10:48:19 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12653,56:217HCRK,Hay Creek Formation,217HCRK,10/10/2019 10:48:19 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12654,56:217INKR,Inyan Kara Group,217INKR,10/10/2019 10:48:19 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12655,56:217KYHL,Keyhole Sandstone Member of Fall River Formation,217KYHL,10/10/2019 10:48:19 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12656,56:217LKOT,Lakota Formation,217LKOT,10/10/2019 10:48:19 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12657,56:217MDDY,Muddy Sandstone Member of Thermopolis Shale,217MDDY,10/10/2019 10:48:19 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12658,56:217MNST,Minnewaste Limestone Member of Lakota Formation,217MNST,10/10/2019 10:48:20 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12659,56:217MWRY,Mowry Shale,217MWRY,10/10/2019 10:48:20 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12660,56:217NCSL,Newcastle Sandstone,217NCSL,10/10/2019 10:48:20 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12661,56:217PRSN,Peterson Limestone of Gannett Group,217PRSN,10/10/2019 10:48:20 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12662,56:217QULY,Quealy Formation,217QULY,10/10/2019 10:48:20 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12663,56:217SBLT,Sublette Formation,217SBLT,10/10/2019 10:48:20 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12664,56:217SGJC,Sage Junction Formation,217SGJC,10/10/2019 10:48:20 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12665,56:217SKCK,Skull Creek Shale,217SKCK,10/10/2019 10:48:20 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12666,56:217SMTS,Smiths Formation,217SMTS,10/10/2019 10:48:20 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12667,56:217TMFK,Thomas Fork Formation,217TMFK,10/10/2019 10:48:20 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12668,56:217TMPL,Thermopolis Shale,217TMPL,10/10/2019 10:48:20 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12669,56:220JRSC,Jurassic System,220JRSC,10/10/2019 10:48:20 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12670,56:221CRML,Carmel Formation of San Rafael Group,221CRML,10/10/2019 10:48:20 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12671,56:221CRTS,Curtis Formation of San Rafael Group,221CRTS,10/10/2019 10:48:20 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12672,56:221CSPGS,Canyon Springs Sandstone Member of Sundance Formation,221CSPGS,10/10/2019 10:48:20 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12673,56:221GPSP,Gypsum Spring Formation,221GPSP,10/10/2019 10:48:20 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12674,56:221HLTT,Hulett Sandstone Member of Sundance Formation,221HLTT,10/10/2019 10:48:20 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12675,56:221JRSCU,Upper Jurassic Series,221JRSCU,10/10/2019 10:48:20 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12676,56:221LAK,Lak Member of Sundance Formation,221LAK,10/10/2019 10:48:20 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12677,56:221MRSN,Morrison Formation,221MRSN,10/10/2019 10:48:20 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12678,56:221PRSS,Preuss Sandstone or Redbeds,221PRSS,10/10/2019 10:48:20 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12679,56:221RRDN,Rierdon Formation,221RRDN,10/10/2019 10:48:20 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12680,56:221SKBV,Stockade Beaver Shale Member of Sundance Formation,221SKBV,10/10/2019 10:48:20 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12681,56:221SNDC,Sundance Formation,221SNDC,10/10/2019 10:48:20 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12682,56:221STMP,Stump Sandstone,221STMP,10/10/2019 10:48:20 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12683,56:221SWFT,Swift Formation of Ellis Group,221SWFT,10/10/2019 10:48:20 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12684,56:221SWIF,Swift Formation of Ellis Group,221SWIF,10/10/2019 10:48:20 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12685,56:221TCRK,Twin Creek Limestone or Formation,221TCRK,10/10/2019 10:48:20 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12686,56:224GPSP,Gypsum Spring Formation,224GPSP,10/10/2019 10:48:20 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12687,56:224JRSCM,Middle Jurassic Series,224JRSCM,10/10/2019 10:48:20 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12688,56:224PRSS,Preuss Sandstone or Redbeds,224PRSS,10/10/2019 10:48:20 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12689,56:224RRDN,Rierdon Formation of Ellis Group,224RRDN,10/10/2019 10:48:20 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12690,56:224STTH,Sawtooth Formation of Ellis Group,224STTH,10/10/2019 10:48:20 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12691,56:224TCRK,Twin Creek Formation,224TCRK,10/10/2019 10:48:20 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12692,56:227JRSCL,Lower Jurassic Series,227JRSCL,10/10/2019 10:48:20 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12693,56:227NGGT,Nugget Sandstone,227NGGT,10/10/2019 10:48:20 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12694,56:230ALCV,Alcova Limestone Member of Chugwater Formation,230ALCV,10/10/2019 10:48:21 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12695,56:230CGTRG,Chugwater Formation or Group,230CGTRG,10/10/2019 10:48:21 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12696,56:230CRMN,Crow Mountain Sandstone Member of Chugwater Formation,230CRMN,10/10/2019 10:48:21 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12697,56:230GSEG,Goose Egg Formation,230GSEG,10/10/2019 10:48:21 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12698,56:230RDPK,Red Peak Member of Chugwater Formation,230RDPK,10/10/2019 10:48:21 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12699,56:230TRSC,Triassic System,230TRSC,10/10/2019 10:48:21 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12700,56:231ALCV,Alcova Limestone,231ALCV,10/10/2019 10:48:21 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12701,56:231ANKR,"Ankareh Shale, Formation, or Redbeds",231ANKR,10/10/2019 10:48:21 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12702,56:231CGTR,Chugwater Formation or Group,231CGTR,10/10/2019 10:48:21 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12703,56:231CRMN,Crow Mountain Sandstone Member of Chugwater Formation,231CRMN,10/10/2019 10:48:21 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12704,56:231JELM,Jelm Formation,231JELM,10/10/2019 10:48:21 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12705,56:231PPAG,Popo Agie Member of Chugwater Formation,231PPAG,10/10/2019 10:48:21 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12706,56:231TRSCU,Upper Triassic Series,231TRSCU,10/10/2019 10:48:21 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12707,56:231WYOP,Wyopo Formation,231WYOP,10/10/2019 10:48:21 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12708,56:237DNDY,Dinwoody Formation,237DNDY,10/10/2019 10:48:21 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12709,56:237ERVY,Ervay Member of Goose Egg Formation,237ERVY,10/10/2019 10:48:21 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12710,56:237FRZT,Freezeout Shale Member of Goose Egg Formation,237FRZT,10/10/2019 10:48:21 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12711,56:237GSEG,Goose Egg Formation,237GSEG,10/10/2019 10:48:21 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12712,56:237LMDC,Little Medicine Member of Goose Egg Formation,237LMDC,10/10/2019 10:48:21 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12713,56:237RDPK,Red Peak Formation,237RDPK,10/10/2019 10:48:21 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12714,56:237SPRF,Spearfish Formation,237SPRF,10/10/2019 10:48:21 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12715,56:237TRSCL,Lower Triassic Series,237TRSCL,10/10/2019 10:48:21 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12716,56:237TYNS,"Thaynes Limestone, Formation or Group",237TYNS,10/10/2019 10:48:21 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12717,56:237WDSD,"Woodside Formation, Siltstone and/or Redbeds",237WDSD,10/10/2019 10:48:21 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12718,56:300PLZC,Paleozoic Erathem,300PLZC,10/10/2019 10:48:21 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12719,56:310FRNS,Franson Member or Tongue of Park City Formation,310FRNS,10/10/2019 10:48:21 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12720,56:310GPKC,Grandeur Member or Tongue of Park City Formation,310GPKC,10/10/2019 10:48:21 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12721,56:310GRADP,Grandeur Member or Tongue of Park City Formation,310GRADP,10/10/2019 10:48:21 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12722,56:310MDPK,Meade Peak Phosphatic Shale Member or Tongue of Phosphoria Formation,310MDPK,10/10/2019 10:48:21 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12723,56:310MNKT,Minnekahta Limestone,310MNKT,10/10/2019 10:48:21 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12724,56:310MNLS,Minnelusa Formation (Permian andPennsylvanian),310MNLS,10/10/2019 10:48:21 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12725,56:310PRKC,Park City Formation or Group,310PRKC,10/10/2019 10:48:21 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12726,56:310PRMN,Permian System,310PRMN,10/10/2019 10:48:21 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12727,56:310PSPR,Phosphoria Formation,310PSPR,10/10/2019 10:48:21 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12728,56:310REX,Retort Phosphatic Shale Member or Tongue of Phosphoria Formation,310REX,10/10/2019 10:48:21 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12729,56:310RPHP,Retort Phosphatic Shale Member of Phosphoria Formation,310RPHP,10/10/2019 10:48:21 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12730,56:310RXCR,Rex Chert Member of Phosphoria Formation,310RXCR,10/10/2019 10:48:21 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12731,56:310RXPP,Rex Chert Member of Phosphoria Formation,310RXPP,10/10/2019 10:48:22 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12732,56:310SDRN,Shedhorn Sandstone,310SDRN,10/10/2019 10:48:22 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12733,56:310TOSI,Tosi Chert Member or Tongue of Phosphoria Formation,310TOSI,10/10/2019 10:48:22 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12734,56:311DFCL,Difficulty Shale Member of Goose Egg Formation,311DFCL,10/10/2019 10:48:22 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12735,56:311FRLL,Forelle Limestone,311FRLL,10/10/2019 10:48:22 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12736,56:311FRNS,Franson Member or Tongue of Park City Formation,311FRNS,10/10/2019 10:48:22 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12737,56:311FRZT,Freezeout Tongue of Chugwater Formation,311FRZT,10/10/2019 10:48:22 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12738,56:311GLED,Glendo Shale Member of Goose Egg Formation,311GLED,10/10/2019 10:48:22 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12739,56:311GLND,Glendo Shale Member of Goose Egg Formation,311GLND,10/10/2019 10:48:22 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12740,56:311GRDR,Grandeur Member of Park City Formation,311GRDR,10/10/2019 10:48:22 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12741,56:311MDPK,Meade Peak Phosphatic Shale Member of Phosphoria Formation,311MDPK,10/10/2019 10:48:22 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12742,56:311PRKC,Park City Formation,311PRKC,10/10/2019 10:48:22 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12743,56:311PRMNU,Upper Permian Series,311PRMNU,10/10/2019 10:48:22 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12744,56:311PSPR,Phosphoria Formation,311PSPR,10/10/2019 10:48:22 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12745,56:311RTRT,Retort Phosphatic Shale Member of Phosphoria Formation,311RTRT,10/10/2019 10:48:22 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12746,56:311RXCR,Rex Chert Member of Phosphoria Formation,311RXCR,10/10/2019 10:48:22 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12747,56:311SDRN,Shedhorn Sandstone,311SDRN,10/10/2019 10:48:22 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12748,56:311TOSI,Tosi Chert Member or Tongue of Phosphoria Formation,311TOSI,10/10/2019 10:48:22 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12749,56:317CSPR,Casper Formation,317CSPR,10/10/2019 10:48:22 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12750,56:317CVRS,Converse Sandstone Bed of Hartville Formation,317CVRS,10/10/2019 10:48:22 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12751,56:317FNTN,Fountain Formation,317FNTN,10/10/2019 10:48:22 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12752,56:317FRLL,Forelle Limestone Member of Goose Egg Formation,317FRLL,10/10/2019 10:48:22 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12753,56:317HRVL,Hartville Formation,317HRVL,10/10/2019 10:48:22 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12754,56:317IGLD,Ingleside Formation,317IGLD,10/10/2019 10:48:22 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12755,56:317MNKT,Minnekahta Limestone,317MNKT,10/10/2019 10:48:22 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12756,56:317MNLS,Minnelusa Formation,317MNLS,10/10/2019 10:48:22 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12757,56:317MRON,Maroon Formation,317MRON,10/10/2019 10:48:22 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12758,56:317OPCH,Opeche Shale,317OPCH,10/10/2019 10:48:22 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12759,56:317PPSP,Pope Springs Sandstone,317PPSP,10/10/2019 10:48:22 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12760,56:317PRMNL,Lower Permian Series,317PRMNL,10/10/2019 10:48:22 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12761,56:317SBLL,Sybille Tongue of Phosphoria Formation,317SBLL,10/10/2019 10:48:22 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12762,56:317STNK,Satanka Shale,317STNK,10/10/2019 10:48:22 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12763,56:317TOSI,Tosi Chert Member or Tongue of Phosphoria Formation,317TOSI,10/10/2019 10:48:22 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12764,56:317TSLP,Tensleep Sandstone,317TSLP,10/10/2019 10:48:22 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12765,56:317WLLS,Wells Formation,317WLLS,10/10/2019 10:48:22 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12766,56:320AMSD,Amsden Formation,320AMSD,10/10/2019 10:48:22 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12767,56:320DRWN,Darwin Sandstone Member of Amsden Formation,320DRWN,10/10/2019 10:48:22 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12768,56:320PSLV,Pennsylvanian System,320PSLV,10/10/2019 10:48:22 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12769,56:320QDRN,Quadrant Quartzite or Formation,320QDRN,10/10/2019 10:48:22 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12770,56:324MRGN,Morgan Formation,324MRGN,10/10/2019 10:48:22 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12771,56:324PSLVM,Middle Pennsylvanian Series,324PSLVM,10/10/2019 10:48:23 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12772,56:327AMSD,Amsden Formation,327AMSD,10/10/2019 10:48:23 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12773,56:327BELL,Bell Sand (Subsurface),327BELL,10/10/2019 10:48:23 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12774,56:327DRWN,Darwin Sandstone Member of Amsden Formation,327DRWN,10/10/2019 10:48:23 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12775,56:327FRBK,Fairbank Formation,327FRBK,10/10/2019 10:48:23 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12776,56:327PSLVL,Lower Pennsylvanian Series,327PSLVL,10/10/2019 10:48:23 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12777,56:327QDRN,Quadrant Quartzite or Formation,327QDRN,10/10/2019 10:48:23 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12778,56:327RDVL,Round Valley Limestone,327RDVL,10/10/2019 10:48:23 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12779,56:330EGED,Englewood Formation (Mississippian and Devonian),330EGED,10/10/2019 10:48:23 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12780,56:330MSSP,Mississippian System,330MSSP,10/10/2019 10:48:23 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12781,56:331MDSN,Madison Group (Upper and Lower Mississippian),331MDSN,10/10/2019 10:48:23 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12782,56:331MSNC,Mission Canyon Limestone,331MSNC,10/10/2019 10:48:23 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12783,56:331MSSPU,"Mississippian, Upper",331MSSPU,10/10/2019 10:48:23 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12784,56:337GRNS,Guernsey Formation,337GRNS,10/10/2019 10:48:23 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12785,56:337LDGP,Lodgepole Limestone,337LDGP,10/10/2019 10:48:23 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12786,56:337LOGP,Lodgepole Limestone,337LOGP,10/10/2019 10:48:23 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12787,56:337MSSPL,"Mississippian, Lower",337MSSPL,10/10/2019 10:48:23 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12788,56:337PHSP,Pahasapa Limestone,337PHSP,10/10/2019 10:48:23 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12789,56:340DVNN,Devonian System,340DVNN,10/10/2019 10:48:23 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12790,56:341DRBY,Darby Formation,341DRBY,10/10/2019 10:48:23 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12791,56:341DVNNU,"Devonian, Upper",341DVNNU,10/10/2019 10:48:23 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12792,56:341JFRS,Jefferson Formation,341JFRS,10/10/2019 10:48:23 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12793,56:341TRFK,Three Forks Shale,341TRFK,10/10/2019 10:48:23 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12794,56:344BRTB,Beartooth Butte Formation,344BRTB,10/10/2019 10:48:23 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12795,56:344JEFR,Jefferson Formation,344JEFR,10/10/2019 10:48:23 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12796,56:347BRTB,Beartooth Butte Formation,347BRTB,10/10/2019 10:48:23 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12797,56:347DVNNL,"Devonian, Lower",347DVNNL,10/10/2019 10:48:23 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12798,56:350LKTN,Laketown Dolomite,350LKTN,10/10/2019 10:48:23 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12799,56:360DDWD,Deadwood Formation,360DDWD,10/10/2019 10:48:23 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12800,56:360ODVC,Ordovician System,360ODVC,10/10/2019 10:48:23 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12801,56:361BGRN,Bighorn Dolomite,361BGRN,10/10/2019 10:48:23 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12802,56:361LIGH,Leigh Dolomite Member of Bighorn Dolomite,361LIGH,10/10/2019 10:48:23 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12803,56:361LNDR,Lander Sandstone Member of Bighorn Dolomite,361LNDR,10/10/2019 10:48:23 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12804,56:361ODVCU,"Ordovician, Upper",361ODVCU,10/10/2019 10:48:23 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12805,56:361RDRV,Red River Formation,361RDRV,10/10/2019 10:48:23 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12806,56:361SNMN,Stony Mountain Formation,361SNMN,10/10/2019 10:48:23 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12807,56:361WHTD,Whitewood Dolomite,361WHTD,10/10/2019 10:48:23 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12808,56:364ALDN,Aladdin Sandstone Member of Winnipeg Formation,364ALDN,10/10/2019 10:48:23 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12809,56:364ICBX,Icebox Shale Member of Winnipeg Formation,364ICBX,10/10/2019 10:48:23 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12810,56:364ODVCM,"Ordovician, Middle",364ODVCM,10/10/2019 10:48:24 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12811,56:364ROGK,Roughlock Siltstone Member of Winnipeg Formation,364ROGK,10/10/2019 10:48:24 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12812,56:364WNPG,Winnipeg Formation,364WNPG,10/10/2019 10:48:24 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12813,56:367DDWD,Deadwood Formation,367DDWD,10/10/2019 10:48:24 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12814,56:367ODVCL,"Ordovician, Lower",367ODVCL,10/10/2019 10:48:24 AM,Wyoming
Local Aquifer(AquiferInformation/LocalAquiferCode),12815,56:370BKSP,Buck Spring Formation,370BKSP,10/10/2019 10:48:24 AM,Wyoming
